,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
74,1.0207669258117675,0.03623570635173859,0.18248467445373534,0.006037928815427988,1.0,20,10,12,0.05,0.6,"{'subsample': 1.0, 'n_estimators': 20, 'min_child_weight': 10, 'max_depth': 12, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",0.6571198267551233,0.6873307206569058,0.6896399171199763,0.6919594789746166,0.6975501646755293,0.6847200216364303,0.014211362998571366,50
51,0.7431015014648438,0.010555586403143637,0.1561279296875,0.009494518764295077,0.6,20,10,8,0.05,1.0,"{'subsample': 0.6, 'n_estimators': 20, 'min_child_weight': 10, 'max_depth': 8, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",0.6568997774506542,0.6872880943805576,0.6914056269371494,0.6885338854862922,0.6989155788187884,0.6846085926146884,0.014430908644023716,51
63,1.0709978103637696,0.051555471975859815,0.19145493507385253,0.013975940240619347,0.6,20,10,12,0.1,0.8,"{'subsample': 0.6, 'n_estimators': 20, 'min_child_weight': 10, 'max_depth': 12, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6564170868125101,0.689889433101347,0.6901857265986654,0.6882007214900139,0.697195709874253,0.6843777355753577,0.014316599701150751,52
30,0.7024017810821533,0.02054970174389938,0.13869328498840333,0.007998112074501235,0.6,20,10,6,0.1,0.6,"{'subsample': 0.6, 'n_estimators': 20, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 0.6}",0.6561217508737303,0.6838220267344608,0.6890163191451714,0.6912798342399524,0.698060641692305,0.6836601145371239,0.014508700336811809,53
44,0.7461751461029053,0.01877241081895277,0.15627808570861818,0.009881223610992878,0.6,20,5,8,0.05,1.0,"{'subsample': 0.6, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",0.6555379398403284,0.6856541118545911,0.6908671522264018,0.6871460332319212,0.6982777565313683,0.6834965987369221,0.014645596790625373,54
9,0.7311072826385498,0.011985154940589443,0.15512280464172362,0.011864090113389769,0.2,20,10,8,0.1,0.6,"{'subsample': 0.2, 'n_estimators': 20, 'min_child_weight': 10, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 0.6}",0.6546260411844717,0.6837540176178715,0.690261956813343,0.6931113229409851,0.6957131620555616,0.6834933001224466,0.014973528069269788,55
58,0.6757027626037597,0.04089864996820249,0.1371842861175537,0.01130143020316606,0.4,20,5,6,0.1,0.8,"{'subsample': 0.4, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6569971078288397,0.6825191969501778,0.689559537196121,0.6882523388491549,0.6994460223867391,0.6833548406422064,0.014260703049917719,56
25,1.7024643421173096,0.012877638041485185,0.5258660316467285,0.012737723733457723,0.2,100,10,16,0.1,0.2,"{'subsample': 0.2, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 16, 'learning_rate': 0.1, 'colsample_bytree': 0.2}",0.6704741402683034,0.680399812553975,0.6858202154195658,0.6868811025554674,0.6914025959941322,0.6829955733582888,0.00717325909606281,57
28,1.7296677112579346,0.034788029160459,0.3382394790649414,0.008459225321311555,0.2,50,5,16,0.05,0.6,"{'subsample': 0.2, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",0.6674132048989395,0.6767967848782885,0.6865294047136586,0.6908388862568708,0.6924173283179123,0.682799121813134,0.009421435210913317,58
31,0.7968770503997803,0.014408741312742905,0.1567094326019287,0.01313685514532873,1.0,20,5,8,0.1,0.4,"{'subsample': 1.0, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 0.4}",0.662111096587786,0.68093762396752,0.6832773113081003,0.6901448288459014,0.6967762068119161,0.6826494135042447,0.011669571381440138,59
49,3.545135164260864,0.07688037213462579,0.4269414901733398,0.010427775056832287,0.6,50,5,16,0.05,1.0,"{'subsample': 0.6, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",0.6623657754608951,0.6817376429176053,0.689487148459128,0.685773455560439,0.6936114970346988,0.6825951038865532,0.010852871358439348,60
41,1.4037365913391113,0.03386001988524524,0.30374774932861326,0.013913871572094328,0.4,50,10,16,0.05,0.2,"{'subsample': 0.4, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 0.2}",0.6735964750558086,0.6751411353270117,0.6817479979222915,0.686408024293208,0.6943299960614866,0.6822447257319613,0.007601141871634174,61
13,1.8567248821258544,0.025813210793198236,0.3472249984741211,0.012244231371280098,0.2,50,5,16,0.05,0.8,"{'subsample': 0.2, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.6632818294366746,0.6782580876053315,0.688965923296022,0.686911628889282,0.6913618523571148,0.6817558643168848,0.01024076434370769,62
59,3.708267593383789,0.09869437410593637,0.38590173721313475,0.011144666656414693,1.0,50,1,12,0.1,1.0,"{'subsample': 1.0, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 12, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.6561173215766699,0.6873860868701593,0.6940963680055711,0.6830820694890778,0.6868836540272727,0.6815130999937502,0.013183934814928983,63
18,0.7359065055847168,0.023341283492398487,0.16018829345703126,0.0152851638930997,0.4,50,10,4,0.05,0.2,"{'subsample': 0.4, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.2}",0.6672431564221097,0.6759077975605761,0.6804639283533018,0.6873657566226961,0.6957711780721831,0.6813503634061734,0.00973206483906293,64
84,1.4641709327697754,0.03386342908049524,0.2066934585571289,0.007735222048741731,1.0,20,5,16,0.05,0.6,"{'subsample': 1.0, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",0.6538322209671279,0.682133654038794,0.6862971522834818,0.6890783022152711,0.6943566923335978,0.6811396043676543,0.01421967623577511,65
5,0.7028867721557617,0.017454712359999354,0.15765142440795898,0.01428045820657311,0.2,50,1,4,0.05,0.4,"{'subsample': 0.2, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.4}",0.6614161707014556,0.6803282702738801,0.6830264165805711,0.6859911469065545,0.6949234158899043,0.6811370840704731,0.011016016087966195,66
61,0.7435441970825195,0.03549601081806065,0.16050353050231933,0.015561275110683103,0.6,50,1,4,0.05,0.6,"{'subsample': 0.6, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",0.6535872226195525,0.6816929047341538,0.6825486063940911,0.6872288904237042,0.6964697390877489,0.68030547265185,0.014352969899023032,67
72,1.128110408782959,0.03781393597535052,0.1986607551574707,0.012525755705136653,0.4,20,10,16,0.1,0.8,"{'subsample': 0.4, 'n_estimators': 20, 'min_child_weight': 10, 'max_depth': 16, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6527090745223523,0.6799067164924534,0.6888434412333826,0.6851599721450059,0.6940831768392572,0.6801404762464903,0.01447668665566456,68
26,0.7403378963470459,0.04765451419489891,0.15044913291931153,0.01123079560464389,0.2,20,5,8,0.05,0.8,"{'subsample': 0.2, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.6545928614115188,0.6793186188584172,0.6844507486029694,0.6852410199037633,0.6959958331668503,0.6799198163887038,0.013777510340529426,69
45,0.6853261470794678,0.018794511177431004,0.14129314422607422,0.008675305143050958,0.2,20,10,6,0.05,0.6,"{'subsample': 0.2, 'n_estimators': 20, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",0.6480207492018988,0.6814234995898905,0.6858759482399411,0.6880435519684005,0.6955681733859229,0.6797863844772107,0.016529151177803285,70
46,1.770470142364502,0.03277497525387126,0.31494865417480467,0.009506018666352525,0.4,50,5,16,0.05,0.2,"{'subsample': 0.4, 'n_estimators': 50, 'min_child_weight': 5, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 0.2}",0.6708362695501239,0.6676474838910004,0.6773494260615436,0.6853364004269578,0.6947888328871588,0.6791916825633568,0.009874249485136006,71
35,0.7457396984100342,0.023148249956301718,0.15196609497070312,0.00995199446120472,0.6,20,10,12,0.05,0.2,"{'subsample': 0.6, 'n_estimators': 20, 'min_child_weight': 10, 'max_depth': 12, 'learning_rate': 0.05, 'colsample_bytree': 0.2}",0.6696024306338404,0.6731936145061761,0.6757929997203085,0.684359631948765,0.6909980649911812,0.6787893483600542,0.007807312224836196,72
52,0.7116872310638428,0.013993666921124023,0.15806899070739747,0.0049446057397753524,0.4,50,10,4,0.05,0.8,"{'subsample': 0.4, 'n_estimators': 50, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.6470348481795647,0.6808191573947285,0.6833141107236019,0.6843683252184734,0.6974597672281426,0.6785992417489023,0.016807561999023904,73
93,0.7523955821990966,0.017147769595489776,0.14889655113220215,0.008110480514192778,0.6,20,5,8,0.05,0.2,"{'subsample': 0.6, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.05, 'colsample_bytree': 0.2}",0.669552252862633,0.6744355186244521,0.6741451941573009,0.6825555301867084,0.6902967698481103,0.678197053135841,0.007357971752407185,74
34,1.4428380966186523,0.05797632664738664,0.1960500717163086,0.012821706413202842,1.0,20,1,12,0.05,1.0,"{'subsample': 1.0, 'n_estimators': 20, 'min_child_weight': 1, 'max_depth': 12, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",0.6471015387811785,0.6849052752585516,0.6852750908997506,0.6782973748951157,0.6932535489431656,0.6777665657555524,0.01604874704856678,75
24,0.6657980918884278,0.04277238302333015,0.12404727935791016,0.00725119059169339,0.2,20,10,4,0.1,1.0,"{'subsample': 0.2, 'n_estimators': 20, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.6497169530774196,0.6799430355867763,0.6824624956476573,0.6813841877243954,0.6943995992990587,0.6775812542670614,0.01485357089524998,76
8,8.077781152725219,0.24324648333197205,0.5324076175689697,0.020367258110795393,1.0,50,1,16,0.05,0.8,"{'subsample': 1.0, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.650905214755267,0.6814718337232751,0.6862880765784021,0.6799393240597512,0.6884601154155702,0.6774129129064531,0.01361120763392038,77
29,0.9050515651702881,0.026136489597676303,0.17579970359802247,0.011734496768304532,0.2,20,5,12,0.1,0.6,"{'subsample': 0.2, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 12, 'learning_rate': 0.1, 'colsample_bytree': 0.6}",0.649347563401449,0.6752374839537869,0.6843223188141079,0.6889967864012831,0.688830649626412,0.6773469604394078,0.014863817223538833,78
2,0.7695166587829589,0.015854066929365467,0.15854864120483397,0.012899863971899095,0.4,20,1,8,0.1,0.4,"{'subsample': 0.4, 'n_estimators': 20, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.1, 'colsample_bytree': 0.4}",0.6559458917984373,0.6748351085720026,0.6779460651966689,0.6876999594732666,0.6901925533554423,0.6773239156791634,0.012139730279904674,79
33,4.406835079193115,0.06381361694745907,0.4538883209228516,0.007511015728944862,0.4,50,1,16,0.05,0.6,"{'subsample': 0.4, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",0.6597081915168687,0.6753753686562164,0.6762250032820946,0.6844642594167576,0.6900273641070135,0.6771600373957901,0.010271767247269211,80
66,2.055950975418091,0.06208301393006779,0.33987793922424314,0.01610088444529976,0.2,50,1,12,0.05,1.0,"{'subsample': 0.2, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 12, 'learning_rate': 0.05, 'colsample_bytree': 1.0}",0.6587280440144272,0.675035962353258,0.6805550392995153,0.6797396870879544,0.6916828925813245,0.6771483250672959,0.010708345736894243,81
57,1.0601165294647217,0.03956958419133991,0.1808197021484375,0.0046567182917907485,0.6,20,5,12,0.1,0.4,"{'subsample': 0.6, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 12, 'learning_rate': 0.1, 'colsample_bytree': 0.4}",0.658283858579851,0.6733862318497281,0.6800977550472908,0.6849209899938924,0.6888202040035846,0.6771018078948693,0.010727132302422351,82
76,0.6469480991363525,0.03748727303647009,0.12467441558837891,0.007770404893825434,1.0,20,5,4,0.1,0.2,"{'subsample': 1.0, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 0.2}",0.6640023778932413,0.6739424682257869,0.6715765355921754,0.6850600880172153,0.6906887033157717,0.6770540346088381,0.009591993179533432,83
3,0.6661009311676025,0.04352281098126177,0.1316523551940918,0.01316739661882455,0.2,20,5,4,0.1,0.6,"{'subsample': 0.2, 'n_estimators': 20, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 0.6}",0.6495351349993806,0.6751637612723042,0.681964467758415,0.6846988692470591,0.6926775898580422,0.6768079646270403,0.014745925171447459,84
97,4.7266724586486815,0.13548927055293042,0.46312222480773924,0.011091214837218795,0.4,50,1,16,0.05,0.8,"{'subsample': 0.4, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.6593233563797575,0.6733401351963018,0.6810525135136678,0.6812242441193427,0.6882638176182838,0.6766408133654707,0.009862595564682856,85
37,0.6512743473052979,0.01185963887704949,0.12729201316833497,0.007518131636733097,0.4,20,1,4,0.1,0.6,"{'subsample': 0.4, 'n_estimators': 20, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 0.6}",0.6469544187660641,0.6777478679727005,0.679881108263458,0.6832310651681288,0.6928009566592273,0.6761230833659158,0.0154676988177038,86
48,0.6711483001708984,0.039526437628155345,0.12124204635620117,0.008223378094163701,0.6,20,1,4,0.1,0.6,"{'subsample': 0.6, 'n_estimators': 20, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 0.6}",0.649299805761625,0.6764009050378117,0.6784811893169247,0.6812962447129737,0.693132687949861,0.6757221665558392,0.01442505213145699,87
40,0.6466605186462402,0.039147776880714705,0.1334840774536133,0.01185835274072634,1.0,20,10,4,0.05,0.2,"{'subsample': 1.0, 'n_estimators': 20, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.2}",0.6637436064866371,0.6713717578658551,0.6706855467969611,0.6822019658319681,0.6897763152637377,0.6755558384490319,0.009242814128434793,88
7,0.7045974254608154,0.05147932315994345,0.14956331253051758,0.013637997076995595,0.4,20,1,8,0.05,0.2,"{'subsample': 0.4, 'n_estimators': 20, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.05, 'colsample_bytree': 0.2}",0.6666255777064802,0.6708712472980433,0.6698615641035887,0.6811088913369826,0.6882600960084021,0.6753454752906994,0.008076298715653452,89
68,1.4820989131927491,0.035662120796723845,0.19862012863159179,0.009604269324602037,0.4,20,1,16,0.05,0.6,"{'subsample': 0.4, 'n_estimators': 20, 'min_child_weight': 1, 'max_depth': 16, 'learning_rate': 0.05, 'colsample_bytree': 0.6}",0.6490458004156462,0.6722177136493698,0.675779745766098,0.6829124793798838,0.6888484128932093,0.6737608304208415,0.013628483116102492,90
55,0.6426981449127197,0.029517082325631435,0.12002854347229004,0.004877773981733732,1.0,20,10,4,0.05,0.4,"{'subsample': 1.0, 'n_estimators': 20, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.05, 'colsample_bytree': 0.4}",0.6502370301791525,0.6723444052441507,0.6737086584509655,0.680490059534342,0.6886296884007923,0.6730819683618806,0.012801869813593172,91
32,2.6722950458526613,0.04216563764795453,0.6254541873931885,0.011277341491933511,0.2,100,5,16,0.1,0.4,"{'subsample': 0.2, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 16, 'learning_rate': 0.1, 'colsample_bytree': 0.4}",0.6613068709470646,0.6687024556913327,0.6770643690101774,0.6715810848606965,0.6857216270056452,0.6728752815029833,0.008191368504838077,92
67,0.6763260841369629,0.03638553007681365,0.11984009742736816,0.005137480427963833,1.0,20,1,4,0.1,1.0,"{'subsample': 1.0, 'n_estimators': 20, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.6380833986407309,0.6729551859020498,0.6785670888677061,0.6765735331891114,0.6910822007728619,0.6714522814744921,0.017764698130388744,93
4,6.372259521484375,0.16687632433296792,0.800715970993042,0.014993230178286701,1.0,100,5,16,0.1,1.0,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 16, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.6488585313341375,0.6732619660941875,0.6828926441124931,0.6706207268555251,0.6781418207348467,0.670755137826238,0.01172728249327311,94
19,1.1776069164276124,0.014008255727232306,0.18446569442749022,0.013889539961375982,0.4,20,1,12,0.1,0.4,"{'subsample': 0.4, 'n_estimators': 20, 'min_child_weight': 1, 'max_depth': 12, 'learning_rate': 0.1, 'colsample_bytree': 0.4}",0.6543907404860012,0.6648262499778821,0.6747327747113183,0.6748175440799575,0.6839938582020971,0.6705522334914512,0.010102750294173896,95
1,2.5237112998962403,0.04883400010306702,0.24438514709472656,0.010687749042816238,0.6,20,1,16,0.1,0.8,"{'subsample': 0.6, 'n_estimators': 20, 'min_child_weight': 1, 'max_depth': 16, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6476620446343004,0.6700450521155887,0.6737681870851003,0.6743431529798565,0.6824625241876102,0.6696561922004913,0.01171982919192607,96
62,4.253755807876587,0.0391645182391467,0.7344320297241211,0.008960533868830283,0.4,100,5,16,0.1,0.8,"{'subsample': 0.4, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 16, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6533490565768496,0.6721037163286379,0.6750484151764055,0.6723306524804074,0.6703375534410622,0.6686338788006725,0.007789486282412153,97
60,4.304419422149659,0.09150361095280363,0.7351325035095215,0.009083740838115709,0.4,100,5,16,0.1,1.0,"{'subsample': 0.4, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 16, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.6462959090076263,0.6696699260432964,0.6697478438065448,0.6687315988652515,0.6757973035452329,0.6660485162535904,0.01019021994052167,98
15,1.7470894813537599,0.042002461598089604,0.21073031425476074,0.00832437291623173,0.4,20,1,16,0.1,0.4,"{'subsample': 0.4, 'n_estimators': 20, 'min_child_weight': 1, 'max_depth': 16, 'learning_rate': 0.1, 'colsample_bytree': 0.4}",0.6416812435822282,0.6590327237151756,0.6691777411197937,0.6726791595554615,0.6818262259336845,0.6648794187812687,0.013702882758696385,99
83,3.517873525619507,0.06944846337660235,0.4497398376464844,0.01306277549073116,0.2,50,1,16,0.1,1.0,"{'subsample': 0.2, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 16, 'learning_rate': 0.1, 'colsample_bytree': 1.0}",0.6418861442341226,0.6571868769517304,0.6712951145308317,0.6656367720171468,0.6796475372874486,0.6631304890042561,0.012902745114606078,100
